LMGL05030001,S-TGD-1-PA,"3-HSO3-Gal-alpha1-6-Man-beta1-2-Glc-alpha1-1-[2,3-di-O-phytanyl-sn-glycerol]-6-[phospho-2,3-di-O-phytanyl-sn-glycerol]",C104H205O26PS   ,1933.4178,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldialkylglycerols [GL0503]
LMGL03016061,"TG(17:1(9Z)/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-11Z-docosenoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016139,"TG(17:2(9Z,12Z)/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-11Z-docosenoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016485,"TG(18:3(6Z,9Z,12Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016650,"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016726,"TG(19:1(9Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z-eicosenoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016736,"TG(19:1(9Z)/20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z,14Z-eicosadienoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016745,"TG(19:1(9Z)/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016753,"TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016760,"TG(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H108O6   ,972.8146,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011790,"TG(17:1(9Z)/22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))[iso3]","1-(9Z-heptadecenoyl)-2,3-di-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011864,"TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011879,"TG(17:0/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(10Z,13Z,16Z-docosatrienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011912,"TG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]","1-(11Z,14Z-eicosadienoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-heneicosanoyl-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011913,"TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","1-(8Z,11Z,14Z-eicosatrienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-heneicosanoyl-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011934,"TG(17:2(9Z,12Z)/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(10Z,13Z,16Z-docosatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011945,"TG(17:2(9Z,12Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(13Z-docosenoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011950,"TG(19:0/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011956,"TG(17:1(9Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-(13Z-docosenoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011957,"TG(17:2(9Z,12Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-docosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011962,"TG(19:0/20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-nonadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011966,"TG(17:0/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-(13Z-docosenoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011967,"TG(17:1(9Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-docosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011973,"TG(19:0/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-nonadecanoyl-2-(11Z-eicosenoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012001,"TG(19:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012006,"TG(17:1(9Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(13Z,16Z-docosadienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012017,"TG(17:0/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-(13Z,16Z-docosadienoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012070,"TG(18:3(9Z,12Z,15Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012081,"TG(18:2(9Z,12Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012092,"TG(18:1(9Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-octadecenoyl)-2-heneicosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015978,"TG(17:0/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-11Z-docosenoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016060,"TG(17:1(9Z)/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-11Z-docosenoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016138,"TG(17:2(9Z,12Z)/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-11Z-docosenoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016141,"TG(17:2(9Z,12Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(13Z,16Z-docosadienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016484,"TG(18:3(6Z,9Z,12Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016649,"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:3(10Z,13Z,16Z))[iso6]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016714,"TG(19:1(9Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-9Z-nonadecenoyl-2-eicosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016725,"TG(19:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z-eicosenoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016735,"TG(19:1(9Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z,14Z-eicosadienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016744,"TG(19:1(9Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016752,"TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016759,"TG(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-11Z-docosenoyl-sn-glycerol",C64H110O6   ,974.8302,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011720,"TG(17:0/22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))[iso3]","1-heptadecanoyl-2,3-di-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011791,"TG(17:2(9Z,12Z)/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(13Z-docosenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011796,"TG(19:0/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011844,"TG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]","1-(11Z-eicosenoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-heneicosanoyl-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011845,"TG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","1-(11Z,14Z-eicosadienoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-heneicosanoyl-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011846,"TG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/21:0)[iso3]","1,2-di-(8Z,11Z,14Z-eicosatrienoyl)-3-heneicosanoyl-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011855,"TG(19:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-(13Z-docosenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011868,"TG(17:1(9Z)/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(10Z,13Z,16Z-docosatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011880,"TG(17:1(9Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(13Z-docosenoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011881,"TG(17:2(9Z,12Z)/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-docosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011886,"TG(19:0/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011890,"TG(17:0/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-(13Z-docosenoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011891,"TG(17:1(9Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-heptadecenoyl)-2-docosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011897,"TG(19:0/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-nonadecanoyl-2-(11Z-eicosenoyl)-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011901,"TG(17:0/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-docosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011908,"TG(19:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-nonadecanoyl-2-eicosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011928,"TG(18:3(9Z,12Z,15Z)/21:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011939,"TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011943,"TG(17:0/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(13Z,16Z-docosadienoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011996,"TG(17:2(9Z,12Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]","1-(9Z,12Z-heptadecadienoyl)-2,3-di-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012010,"TG(18:2(9Z,12Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012021,"TG(18:1(9Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-(9Z-octadecenoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012032,"TG(18:0/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","1-octadecanoyl-2-heneicosanoyl-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015977,"TG(17:0/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-11Z-docosenoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016059,"TG(17:1(9Z)/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-11Z-docosenoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016062,"TG(17:1(9Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(13Z,16Z-docosadienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016137,"TG(17:2(9Z,12Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-11Z-docosenoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016483,"TG(18:3(6Z,9Z,12Z)/21:0/22:3(10Z,13Z,16Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016648,"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:2(13Z,16Z))[iso6]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heneicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016693,"TG(19:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-11Z-docosenoyl-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016713,"TG(19:1(9Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-9Z-nonadecenoyl-2-eicosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016724,"TG(19:1(9Z)/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z-eicosenoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016734,"TG(19:1(9Z)/20:2(11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z,14Z-eicosadienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016743,"TG(19:1(9Z)/20:3(8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
